"lower_bound_ip_address","upper_bound_ip_address","country"
1485176832,1485242367,"Germany"
1485242368,1485246463,"Russian Federation"
1485246464,1485250559,"Ukraine"
1485250560,1485254655,"Iran (ISLAMIC Republic Of)"
1485254656,1485258751,"Russian Federation"
1485258752,1485262847,"Ukraine"
1485262848,1485266943,"Ukraine"
1485266944,1485271039,"Romania"
1485271040,1485275135,"Ukraine"
1485275136,1485283327,"Latvia"
1485283328,1485291519,"Poland"
1485291520,1485299711,"Ukraine"
1485299712,1485307903,"Ukraine"
1485307904,1485832191,"France"
1485832192,1485963263,"United Kingdom"
1485963264,1485996031,"Czech Republic"
1485996032,1486028799,"Czech Republic"
1486028800,1486061567,"Belgium"
1486061568,1486094335,"Russian Federation"
1486094336,1486127103,"Spain"
1486127104,1486159871,"Finland"
1486159872,1486192639,"Iceland"
1486192640,1486225407,"Italy"
1486225408,1486258175,"Germany"
1486258176,1486290943,"Serbia"
1486290944,1486292991,"United Kingdom"
1486292992,1486295039,"Russian Federation"
1486295040,1486297087,"Spain"
1486297088,1486299135,"Ireland"
1486299136,1486301183,"Netherlands"
1486301184,1486303231,"United Kingdom"
1486303232,1486305279,"Iceland"
1486305280,1486307327,"Hungary"
1486307328,1486309375,"Germany"
1486309376,1486311423,"Austria"
1486311424,1486313471,"Ireland"
1486313472,1486315519,"Russian Federation"
1486315520,1486317567,"Hungary"
1486317568,1486319615,"Russian Federation"
1486319616,1486321663,"Russian Federation"
1486321664,1486323711,"Netherlands"
1486323712,1486325759,"United Kingdom"
1486325760,1486327807,"Poland"
1486327808,1486329855,"Switzerland"
1486329856,1486331903,"United Kingdom"
1486331904,1486333951,"Norway"
1486333952,1486335999,"Sweden"
1486336000,1486338047,"Kazakhstan"
1486338048,1486340095,"Russian Federation"
1486340096,1486342143,"Azerbaijan"
1486342144,1486344191,"Russian Federation"
1486344192,1486346239,"Spain"
1486346240,1486348287,"United Kingdom"
1486348288,1486350335,"United States"
1486350336,1486352383,"France"
1486352384,1486354431,"Belgium"
1486354432,1486356479,"Russian Federation"
1486356480,1486487551,"Germany"
1486487552,1486618623,"Ukraine"
1486618624,1486684159,"Poland"
1486684160,1486749695,"Portugal"
1486749696,1486815231,"Romania"
1486815232,1486880767,"Netherlands"
1486880768,1488977919,"France"
1488977920,1489240063,"Finland"
1489240064,1489305599,"Estonia"
1489305600,1489338367,"Greece"
1489338368,1489371135,"Belgium"
1489371136,1489436671,"Germany"
1489436672,1489502207,"Poland"
1489502208,1489534975,"Slovenia"
1489534976,1489567743,"Russian Federation"
1489567744,1489600511,"Bahrain"
1489600512,1489633279,"Russian Federation"
1489633280,1489666047,"Italy"
1489666048,1489698815,"United Kingdom"
1489698816,1489731583,"Malta"
1489731584,1489764351,"Bulgaria"
1489764352,1489797119,"Russian Federation"
1489797120,1489829887,"Kazakhstan"
1489829888,1489862655,"Germany"
1489862656,1489895423,"Russian Federation"
1489895424,1489928191,"Russian Federation"
1489928192,1489960959,"Sweden"
1489960960,1489993727,"Croatia (LOCAL Name: Hrvatska)"
1489993728,1490026495,"Luxembourg"
1490026496,1490042879,"Netherlands"
1490042880,1490059263,"Czech Republic"
1490059264,1490075647,"Germany"
1490075648,1490092031,"United Kingdom"
1490092032,1490108415,"Germany"
1490108416,1490124799,"Monaco"
1490124800,1490141183,"Hungary"
1490141184,1490157567,"Hungary"
1490157568,1490173951,"Russian Federation"
1490173952,1490190335,"Portugal"
1490190336,1490206719,"United Kingdom"
1490206720,1490223103,"Georgia"
1490223104,1490239487,"United Kingdom"
1490239488,1490255871,"United Kingdom"
1490255872,1490272255,"Netherlands"
1490272256,1490288639,"United Kingdom"
1490288640,1490305023,"Slovakia (SLOVAK Republic)"
1490305024,1490321407,"Denmark"
1490321408,1490337791,"United Kingdom"
1490337792,1490354175,"Russian Federation"
1490354176,1490370559,"Saudi Arabia"
1490370560,1490386943,"Saudi Arabia"
1490386944,1490403327,"Italy"
1490403328,1490419711,"Bulgaria"
1490419712,1490436095,"Germany"
1490436096,1490452479,"Ukraine"
1490452480,1490468863,"Portugal"
1490468864,1490485247,"United Kingdom"
1490485248,1490501631,"United Kingdom"
1490501632,1490518015,"Germany"
1490518016,1490534399,"Russian Federation"
1490534400,1490550783,"Germany"
1490550784,1490616319,"Lithuania"
1490616320,1490681855,"Germany"
1490681856,1490747391,"Greece"
1490747392,1490812927,"France"
1490812928,1490878463,"Poland"
1490878464,1490943999,"European Union"
1490944000,1491075071,"Lithuania"
1491075072,1493172223,"Turkey"
1493172224,1493303295,"Germany"
1493303296,1493434367,"France"
1493434368,1493565439,"Saudi Arabia"
1493565440,1493696511,"Spain"
1493696512,1493827583,"Norway"
1493827584,1493958655,"Norway"
1493958656,1494089727,"Germany"
1494089728,1494220799,"Germany"
1494220800,1494228991,"France"
1494228992,1494237183,"Russian Federation"
1494237184,1494245375,"Ireland"
1494245376,1494253567,"Russian Federation"
1494253568,1494261759,"Germany"
1494261760,1494269951,"United Kingdom"
1494269952,1494278143,"Austria"
1494278144,1494286335,"United Kingdom"
1494286336,1494294527,"Croatia (LOCAL Name: Hrvatska)"
1494294528,1494302719,"Russian Federation"
1494302720,1494310911,"Finland"
1494310912,1494319103,"United Kingdom"
1494319104,1494327295,"Iceland"
1494327296,1494335487,"Italy"
1494335488,1494343679,"Spain"
1494343680,1494351871,"Poland"
1494351872,1494360063,"Romania"
1494360064,1494368255,"Croatia (LOCAL Name: Hrvatska)"
1494368256,1494376447,"Ireland"
1494376448,1494384639,"Sweden"
1494384640,1494392831,"Russian Federation"
1494392832,1494401023,"Netherlands"
1494401024,1494409215,"Latvia"
1494409216,1494417407,"Finland"
1494417408,1494425599,"Turkey"
1494433792,1494441983,"Ireland"
1494441984,1494450175,"Ukraine"
1494450176,1494458367,"Denmark"
1494458368,1494466559,"Russian Federation"
1494466560,1494474751,"Russian Federation"
1494474752,1494482943,"Germany"
1494482944,1494491135,"Russian Federation"
1494491136,1494499327,"Russian Federation"
1494499328,1494507519,"Netherlands"
1494507520,1494515711,"Russian Federation"
1494515712,1494523903,"Russian Federation"
1494523904,1494532095,"Netherlands"
1494532096,1494540287,"United Kingdom"
1494540288,1494548479,"Norway"
1494548480,1494556671,"United Kingdom"
1494556672,1494564863,"Germany"
1494564864,1494573055,"Ukraine"
1494573056,1494581247,"Romania"
1494581248,1494589439,"Russian Federation"
1494589440,1494597631,"Netherlands"
1494597632,1494605823,"Italy"
1494605824,1494614015,"United Kingdom"
1494614016,1494616063,"Russian Federation"
1494616064,1494618111,"Spain"
1494618112,1494622207,"Russian Federation"
1494622208,1494624255,"Poland"
1494624256,1494626303,"Ukraine"
1494626304,1494626559,"Czech Republic"
1494626560,1494626815,"Romania"
1494626816,1494627071,"Russian Federation"
1494627072,1494627327,"Ireland"
1494627328,1494628351,"Russian Federation"
1494628352,1494630399,"Russian Federation"
1494630400,1494638591,"Czech Republic"
1494638592,1494646783,"Germany"
1494646784,1494654975,"Russian Federation"
1494654976,1494663167,"Russian Federation"
1494663168,1494665215,"Poland"
1494665216,1494667263,"Ukraine"
1494667264,1494669311,"Poland"
1494669312,1494671359,"Russian Federation"
1494671360,1494675455,"Russian Federation"
1494675456,1494679551,"Ukraine"
1494679552,1494687743,"Russian Federation"
1494687744,1494695935,"Russian Federation"
1494695936,1494704127,"Serbia"
1494704128,1494712319,"Russian Federation"
1494712320,1494720511,"Russian Federation"
1494720512,1494728703,"Russian Federation"
1494728704,1494736895,"Russian Federation"
1494736896,1494745087,"Denmark"
1494745088,1494777855,"Czech Republic"
1494777856,1494810623,"Czech Republic"
1494810624,1494843391,"Bulgaria"
1494843392,1494876159,"Poland"
1494876160,1494908927,"Austria"
1494908928,1494941695,"Portugal"
1494941696,1494974463,"Finland"
1494974464,1495007231,"Germany"
1495007232,1495039999,"Moldova Republic of"
1495040000,1495042047,"Kazakhstan"
1495042048,1495044095,"Germany"
1495044096,1495046143,"France"
1495046144,1495048191,"Switzerland"
1495048192,1495050239,"Russian Federation"
1495050240,1495052287,"United Kingdom"
1495052288,1495054335,"Ireland"
1495054336,1495056383,"United Kingdom"
1495056384,1495058431,"Russian Federation"
1495058432,1495060479,"Ukraine"
1495060480,1495062527,"United Kingdom"
1495062528,1495064575,"Jordan"
1495064576,1495066623,"Poland"
1495066624,1495068671,"United Kingdom"
1495068672,1495070719,"Germany"
1495070720,1495072767,"Russian Federation"
1495072768,1495105535,"Czech Republic"
1495105536,1495138303,"Spain"
1495138304,1495171071,"European Union"
1495171072,1495203839,"Netherlands"
1495203840,1495205887,"Germany"
1495205888,1495207935,"Czech Republic"
1495207936,1495209983,"Russian Federation"
1495209984,1495212031,"Kazakhstan"
1495212032,1495214079,"Russian Federation"
1495214080,1495216127,"Czech Republic"
1495216128,1495218175,"Italy"
1495218176,1495220223,"Italy"
1495220224,1495222271,"Poland"
1495222272,1495224319,"Italy"
1495224320,1495226367,"Russian Federation"
1495226368,1495228415,"Russian Federation"
1495228416,1495230463,"Netherlands"
1495230464,1495232511,"Russian Federation"
1495232512,1495234559,"Russian Federation"
1495234560,1495236607,"Switzerland"
1495236608,1495238655,"Austria"
1495238656,1495240703,"Germany"
1495240704,1495242751,"France"
1495242752,1495244799,"Macedonia"
1495244800,1495246847,"Czech Republic"
1495246848,1495248895,"Ireland"
1495248896,1495250943,"Greece"
1495250944,1495252991,"Russian Federation"
1495252992,1495255039,"Bahrain"
1495255040,1495257087,"Italy"
1495257088,1495259135,"United Kingdom"
1495259136,1495261183,"Belgium"
1495261184,1495263231,"Portugal"
1495263232,1495265279,"United Kingdom"
1495265280,1495267327,"Russian Federation"
1495267328,1495269375,"Sweden"
1495269376,1496317951,"Romania"
1496317952,1496842239,"Germany"
1496842240,1497366527,"Germany"
1497366528,1498415103,"Poland"
1498415104,1499463679,"France"
1499463680,1499594751,"Italy"
1499594752,1499725823,"Netherlands"
1499725824,1499856895,"Ireland"
1499856896,1499987967,"Czech Republic"
1499987968,1499996159,"Austria"
1499996160,1500004351,"United Kingdom"
1500004352,1500012543,"Russian Federation"
1500012544,1500020735,"Russian Federation"
1500020736,1500028927,"Iceland"
1500028928,1500037119,"Netherlands"
1500037120,1500045311,"Denmark"
1500045312,1500053503,"United Kingdom"
1500053504,1500061695,"United Kingdom"
1500061696,1500069887,"Norway"
1500069888,1500078079,"Italy"
1500078080,1500086271,"United Kingdom"
1500086272,1500094463,"Russian Federation"
1500094464,1500102655,"Austria"
1500102656,1500110847,"Netherlands"
1500110848,1500119039,"Ukraine"
1500119040,1500127231,"Turkey"
1500127232,1500135423,"Finland"
1500135424,1500143615,"Germany"
1500143616,1500151807,"Bulgaria"
1500151808,1500153855,"United Kingdom"
1500153856,1500155903,"Ireland"
1500155904,1500157951,"United Kingdom"
1500157952,1500159999,"Germany"
1500160000,1500162047,"Netherlands"
1500162048,1500164095,"Russian Federation"
1500164096,1500166143,"United Kingdom"
1500166144,1500168191,"France"
1500168192,1500170239,"Russian Federation"
1500170240,1500172287,"Luxembourg"
1500172288,1500174335,"Austria"
1500174336,1500176383,"Germany"
1500176384,1500178431,"United Kingdom"
1500178432,1500180479,"Kazakhstan"
1500180480,1500182527,"Belgium"
1500182528,1500184575,"Russian Federation"
1500184576,1500186623,"United Kingdom"
1500186624,1500188671,"Kuwait"
1500188672,1500190719,"United Kingdom"
1500190720,1500192767,"Russian Federation"
1500192768,1500194815,"Russian Federation"
1500194816,1500196863,"United Kingdom"
1500196864,1500198911,"Spain"
1500198912,1500200959,"United Kingdom"
1500200960,1500203007,"Germany"
1500203008,1500205055,"United Kingdom"
1500205056,1500207103,"Russian Federation"
1500207104,1500209151,"Italy"
1500209152,1500211199,"Kazakhstan"
1500211200,1500213247,"Italy"
1500213248,1500215295,"Russian Federation"
1500215296,1500217343,"Russian Federation"
1500217344,1500219391,"Germany"
1500219392,1500221439,"Russian Federation"
1500221440,1500223487,"Slovakia (SLOVAK Republic)"
1500223488,1500225535,"Poland"
1500225536,1500227583,"Germany"
1500227584,1500229631,"France"
1500229632,1500231679,"Spain"
1500231680,1500233727,"Germany"
1500233728,1500235775,"Russian Federation"
1500235776,1500237823,"Russian Federation"
1500237824,1500241919,"Sweden"
1500241920,1500243967,"Turkey"
1500243968,1500246015,"United Kingdom"
1500246016,1500248063,"Spain"
1500248064,1500250111,"Hungary"
1500250112,1500266495,"Saudi Arabia"
1500266496,1500282879,"Russian Federation"
1500282880,1500299263,"Lebanon"
1500299264,1500315647,"Poland"
1500315648,1500332031,"Russian Federation"
1500332032,1500348415,"Portugal"
1500348416,1500364799,"Russian Federation"
1500364800,1500381183,"Russian Federation"
1500381184,1500397567,"Russian Federation"
1500397568,1500413951,"Ukraine"
1500413952,1500430335,"Germany"
1500430336,1500446719,"Serbia"
1500446720,1500463103,"Latvia"
1500463104,1500479487,"Czech Republic"
1500479488,1500495871,"Russian Federation"
1500495872,1500512255,"Bosnia and Herzegowina"
1500512256,1500643327,"Russian Federation"
1500643328,1500774399,"Romania"
1500774400,1500905471,"Lithuania"
1500905472,1501036543,"Italy"
1501036544,1501298687,"Romania"
1501298688,1501560831,"Ireland"
1501560832,1501822975,"Spain"
1501822976,1502085119,"Hungary"
1502085120,1502216191,"Romania"
1502216192,1502347263,"Israel"
1502347264,1502478335,"Spain"
1502478336,1502609407,"Slovenia"
1502609408,1502625791,"Germany"
1502625792,1502642175,"Saudi Arabia"
1502642176,1502658559,"Iran (ISLAMIC Republic Of)"
1502658560,1502674943,"Austria"
1502674944,1502691327,"Germany"
1502691328,1502707711,"United Kingdom"
1502707712,1502715903,"Russian Federation"
1502715904,1502717951,"Italy"
1502717952,1502719999,"United Kingdom"
1502720000,1502722047,"Switzerland"
1502722048,1502724095,"Turkey"
1502724096,1502740479,"United Kingdom"
1502740480,1502756863,"Netherlands"
1502756864,1502773247,"Uzbekistan"
1502773248,1502789631,"Bosnia and Herzegowina"
1502789632,1502806015,"Germany"
1502806016,1502822399,"Saudi Arabia"
1502822400,1502838783,"Hungary"
1502838784,1502855167,"Sweden"
1502855168,1502871551,"Azerbaijan"
1502871552,1502887935,"Bahrain"
1502887936,1502904319,"Hungary"
1502904320,1502920703,"Italy"
1502920704,1502937087,"Russian Federation"
1502937088,1502953471,"Romania"
1502953472,1502969855,"Moldova Republic of"
1502969856,1502986239,"Ireland"
1502986240,1503002623,"Germany"
1503002624,1503006719,"Georgia"
1503006720,1503010815,"United Kingdom"
1503010816,1503019007,"Italy"
1503019008,1503035391,"Denmark"
1503035392,1503051775,"Denmark"
1503051776,1503068159,"Sweden"
1503068160,1503084543,"Poland"
1503084544,1503100927,"United Kingdom"
1503100928,1503117311,"Russian Federation"
1503117312,1503133695,"Norway"
1503133696,1503395839,"Portugal"
1503395840,1503657983,"France"
1503657984,1503690751,"Sweden"
1503690752,1503723519,"Iceland"
1503723520,1503756287,"Poland"
1503756288,1503789055,"Poland"
1503789056,1503821823,"Norway"
1503821824,1503854591,"Ukraine"
1503854592,1503887359,"Russian Federation"
1503887360,1503920127,"Germany"
1503920128,1503952895,"Croatia (LOCAL Name: Hrvatska)"
1503952896,1503985663,"Croatia (LOCAL Name: Hrvatska)"
1503985664,1504018431,"Iran (ISLAMIC Republic Of)"
1504018432,1504051199,"Romania"
1504051200,1504083967,"Finland"
1504083968,1504116735,"Germany"
1504116736,1504149503,"Poland"
1504149504,1504182271,"United Kingdom"
1504182272,1504247807,"United Kingdom"
1504247808,1504313343,"Russian Federation"
1504313344,1504378879,"France"
1504378880,1504444415,"Poland"
1504444416,1504509951,"Croatia (LOCAL Name: Hrvatska)"
1504509952,1504575487,"Slovakia (SLOVAK Republic)"
1504575488,1504641023,"Poland"
1504641024,1504706559,"Russian Federation"
1504706560,1504837631,"Czech Republic"
1504837632,1504968703,"Russian Federation"
1504968704,1505099775,"Portugal"
1505099776,1505230847,"Germany"
1505230848,1505239039,"Russian Federation"
1505239040,1505247231,"Ireland"
1505247232,1505255423,"Ukraine"
1505255424,1505263615,"Italy"
1505263616,1505271807,"Denmark"
1505271808,1505279999,"Netherlands"
1505280000,1505288191,"Iran (ISLAMIC Republic Of)"
1505288192,1505296383,"Russian Federation"
1505296384,1505304575,"Ukraine"
1505304576,1505312767,"France"
1505312768,1505320959,"Russian Federation"
1505320960,1505329151,"Austria"
1505329152,1505337343,"Ireland"
1505337344,1505345535,"France"
1505345536,1505353727,"Macedonia"
1505353728,1505361919,"Czech Republic"
1505361920,1505370111,"Poland"
1505370112,1505378303,"San Marino"
1505378304,1505386495,"Italy"
1505386496,1505394687,"Hungary"
1505394688,1505402879,"Germany"
1505402880,1505411071,"Denmark"
1505411072,1505413119,"Switzerland"
1505413120,1505415167,"Bulgaria"
1505415168,1505417215,"Switzerland"
1505417216,1505419263,"Austria"
1505419264,1505427455,"Russian Federation"
1505427456,1505435647,"Ukraine"
1505435648,1505443839,"Moldova Republic of"
1505443840,1505452031,"United Kingdom"
1505452032,1505460223,"United Kingdom"
1505460224,1505468415,"Czech Republic"
1505468416,1505476607,"Czech Republic"
1505476608,1505478655,"Czech Republic"
1505478656,1505480703,"Germany"
1505480704,1505482751,"Germany"
1505482752,1505484799,"Lebanon"
1505484800,1505492991,"Poland"
1505492992,1505501183,"Netherlands"
1505501184,1505509375,"Montenegro"
1505509376,1505511423,"Austria"
